partida_id,data,fase,rodada,grupo,mandante,visitante,gols_mandante,gols_visitante,resultado,arbitro,arbitro_pais,faltas_mandante,faltas_visitante,cartoes_amarelos_mandante,cartoes_amarelos_visitante,cartoes_vermelhos_mandante,cartoes_vermelhos_visitante,posse_mandante,posse_visitante,passes_certos_mandante,passes_certos_visitante,passes_errados_mandante,passes_errados_visitante,finalizacoes_mandante,finalizacoes_visitante,finalizacoes_no_gol_mandante,finalizacoes_no_gol_visitante,finalizacoes_fora_mandante,finalizacoes_fora_visitante,escanteios_mandante,escanteios_visitante,impedimentos_mandante,impedimentos_visitante,defesas_mandante,defesas_visitante,fonte
1019,2026-04-15,Fase de Grupos,1ª Rodada,Grupo B,Fluminense,Independiente del Valle,0,0,empate,Esteban Ostojich,Uruguai,6,10,1,0,0,0,52.7,47.3,378,339,66,60,8,9,4,1,4,8,4,5,0,1,1,4,exemplo
1020,2026-04-14,Fase de Grupos,1ª Rodada,Grupo B,Platense,Corinthians,0,0,empate,Piero Maza,Chile,12,17,2,5,0,0,61.6,38.4,458,286,117,73,6,3,2,3,4,0,4,3,1,2,3,2,exemplo
1021,2026-04-15,Fase de Grupos,1ª Rodada,Grupo B,Cruzeiro,LDU,0,1,visitante,Andrés Matonte,Uruguai,11,8,3,1,0,0,46.4,53.6,310,357,71,83,3,10,2,5,1,5,6,3,3,1,4,2,exemplo
1022,2026-04-21,Fase de Grupos,2ª Rodada,Grupo B,Independiente del Valle,Platense,1,1,empate,Kevin Ortega,Peru,7,9,0,1,1,0,51.6,48.4,325,305,94,88,7,7,3,3,4,4,8,3,2,0,2,2,exemplo
1023,2026-04-22,Fase de Grupos,2ª Rodada,Grupo B,Cruzeiro,Corinthians,0,1,visitante,Jesús Valenzuela,Venezuela,10,15,4,2,0,0,55.6,44.4,337,269,87,71,3,5,2,2,1,3,3,4,1,0,1,2,exemplo
1024,2026-04-21,Fase de Grupos,2ª Rodada,Grupo B,Fluminense,LDU,1,1,empate,Wilmar Roldán,Colômbia,4,7,0,2,0,0,58.9,41.1,381,267,84,58,8,4,5,2,3,2,7,3,2,0,1,4,exemplo
1025,2026-04-29,Fase de Grupos,3ª Rodada,Grupo B,Fluminense,Corinthians,2,1,mandante,Raphael Claus,Brasil,4,11,0,2,0,0,60.9,39.1,356,229,89,57,4,7,3,3,1,4,6,3,0,1,2,1,exemplo
1026,2026-04-28,Fase de Grupos,3ª Rodada,Grupo B,Cruzeiro,Platense,0,0,empate,Facundo Tello,Argentina,13,13,0,1,0,0,54.9,45.1,341,280,73,60,5,1,1,0,4,1,6,2,1,0,0,1,exemplo
1027,2026-04-29,Fase de Grupos,3ª Rodada,Grupo B,LDU,Independiente del Valle,0,1,visitante,Esteban Ostojich,Uruguai,10,9,2,1,0,0,48.4,51.6,319,339,67,72,5,9,2,6,3,3,6,5,2,1,5,2,exemplo
1028,2026-05-05,Fase de Grupos,4ª Rodada,Grupo B,Independiente del Valle,Cruzeiro,0,0,empate,Piero Maza,Chile,11,13,2,1,0,0,52.5,47.5,357,323,78,70,5,7,3,2,2,5,9,6,3,1,2,3,exemplo
1029,2026-05-06,Fase de Grupos,4ª Rodada,Grupo B,Fluminense,Platense,3,2,mandante,Andrés Matonte,Uruguai,8,8,2,1,0,1,54.8,45.2,398,328,65,54,8,5,6,3,2,2,7,4,0,1,1,3,exemplo
1030,2026-05-05,Fase de Grupos,4ª Rodada,Grupo B,LDU,Corinthians,2,1,mandante,Kevin Ortega,Peru,6,10,1,0,0,0,56.8,43.2,339,258,86,66,6,5,6,2,0,3,7,2,1,0,1,4,exemplo
1031,2026-05-13,Fase de Grupos,5ª Rodada,Grupo B,LDU,Platense,1,0,mandante,Jesús Valenzuela,Venezuela,10,10,1,1,0,0,50.9,49.1,310,300,86,82,6,3,5,2,1,1,2,1,4,2,2,4,exemplo
1032,2026-05-12,Fase de Grupos,5ª Rodada,Grupo B,Corinthians,Independiente del Valle,2,0,mandante,Wilmar Roldán,Colômbia,11,4,1,0,0,0,62.2,37.8,442,269,86,52,4,3,2,0,2,3,6,0,1,1,0,0,exemplo
1033,2026-05-13,Fase de Grupos,5ª Rodada,Grupo B,Fluminense,Cruzeiro,0,2,visitante,Raphael Claus,Brasil,9,6,2,0,0,0,38.0,62.0,256,417,71,117,5,8,4,4,1,4,2,1,0,3,2,4,exemplo
1034,2026-05-19,Fase de Grupos,6ª Rodada,Grupo B,Independiente del Valle,Fluminense,0,0,empate,Facundo Tello,Argentina,12,9,3,1,0,0,54.3,45.7,362,304,68,58,4,4,1,2,3,2,3,3,1,1,2,1,exemplo
1035,2026-05-20,Fase de Grupos,6ª Rodada,Grupo B,LDU,Cruzeiro,1,0,mandante,Esteban Ostojich,Uruguai,6,10,2,2,0,1,46.6,53.4,298,342,62,70,8,6,5,2,3,4,4,5,3,3,2,4,exemplo
1036,2026-05-19,Fase de Grupos,6ª Rodada,Grupo B,Corinthians,Platense,2,0,mandante,Piero Maza,Chile,16,11,3,3,0,0,46.9,53.1,300,340,59,67,5,2,4,2,1,0,5,5,2,2,2,2,exemplo
1037,2026-07-28,Oitavas de Final,Ida,,Flamengo,Cruzeiro,2,1,mandante,Andrés Matonte,Uruguai,7,11,1,0,0,0,55.2,44.8,343,279,68,55,8,7,4,3,4,4,3,5,1,1,2,2,exemplo
1038,2026-08-04,Oitavas de Final,Volta,,Cruzeiro,Flamengo,1,1,empate,Kevin Ortega,Peru,7,5,0,0,0,0,68.0,32.0,415,195,103,49,6,6,2,5,4,1,2,3,2,1,4,1,exemplo
1039,2026-07-29,Oitavas de Final,Ida,,Palmeiras,Coquimbo Unido,3,0,mandante,Wilmar Roldán,Colômbia,4,10,2,1,0,0,58.0,42.0,352,255,93,67,6,7,3,4,3,3,2,0,0,2,4,0,exemplo
1040,2026-08-05,Oitavas de Final,Volta,,Coquimbo Unido,Palmeiras,1,2,visitante,Raphael Claus,Brasil,12,8,1,2,0,0,56.9,43.1,300,228,97,73,7,10,1,6,6,4,6,7,2,1,4,0,exemplo
1041,2026-07-28,Oitavas de Final,Ida,,Corinthians,Independiente Rivadavia,1,0,mandante,Esteban Ostojich,Uruguai,16,14,0,2,0,0,50.0,50.0,303,303,91,91,5,3,2,2,3,1,3,5,0,1,2,1,exemplo
1042,2026-08-04,Oitavas de Final,Volta,,Independiente Rivadavia,Corinthians,1,2,visitante,Piero Maza,Chile,10,9,1,1,0,0,43.4,56.6,305,397,76,101,9,4,5,4,4,0,4,1,2,1,2,4,exemplo
1043,2026-07-29,Oitavas de Final,Ida,,Fluminense,Deportes Tolima,2,1,mandante,Kevin Ortega,Peru,8,8,0,1,0,0,51.9,48.1,391,362,85,79,6,6,5,2,1,4,1,4,2,0,1,3,exemplo
1044,2026-08-05,Oitavas de Final,Volta,,Deportes Tolima,Fluminense,0,1,visitante,Jesús Valenzuela,Venezuela,11,6,0,0,0,0,58.9,41.1,371,259,92,64,6,5,3,2,3,3,6,4,0,0,1,3,exemplo
1045,2026-07-28,Oitavas de Final,Ida,,Estudiantes,Platense,1,0,mandante,Raphael Claus,Brasil,12,10,1,2,0,0,49.7,50.3,334,338,89,91,7,3,3,2,4,1,4,7,5,1,2,2,exemplo
1046,2026-08-04,Oitavas de Final,Volta,,Platense,Estudiantes,1,2,visitante,Facundo Tello,Argentina,13,12,1,0,0,0,57.8,42.2,374,273,79,58,3,7,3,3,0,4,5,4,0,1,1,2,exemplo
1047,2026-07-29,Oitavas de Final,Ida,,LDU,Independiente del Valle,2,1,mandante,Piero Maza,Chile,10,12,2,2,0,0,53.8,46.2,368,316,84,71,7,5,5,5,2,0,2,6,0,0,4,3,exemplo
1048,2026-08-05,Oitavas de Final,Volta,,Independiente del Valle,LDU,0,1,visitante,Andrés Matonte,Uruguai,11,7,2,2,0,0,64.8,35.2,385,209,104,57,2,6,1,2,1,4,7,2,2,2,1,1,exemplo
